insert|11446|2022-10-10|2022-10-17|2022-10-13|On Hold|Sensitive Product|233
insert|11447|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|459
insert|11447|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|459
insert|11448|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|103
insert|11448|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|103
insert|11449|2022-10-10|2022-10-17|2022-10-13|In Process|No Comments|256
insert|11449|2022-10-10|2022-10-17|2022-10-13|In Process|No Comments|256
insert|11450|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|219
insert|11450|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|219
insert|11451|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|452
insert|11451|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|452
insert|11452|2022-10-10|2022-10-17|2022-10-13|On Hold||239
insert|11452|2022-10-10|2022-10-17|2022-10-13|On Hold||239
insert|11453|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|363
insert|11453|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|363
insert|11454|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|247
insert|11454|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|247
insert|11455|2022-10-10|2022-10-17|2022-10-13|Cancelled||363
insert|11455|2022-10-10|2022-10-17|2022-10-13|Cancelled||363
insert|11456|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|477
insert|11456|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|477
insert|11457|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|276
insert|11457|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|276
insert|11458|2022-10-10|2022-10-17|2022-10-13|Disputed||333
insert|11458|2022-10-10|2022-10-17|2022-10-13|Disputed||333
insert|11459|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|314
insert|11459|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|314
insert|11460|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|121
insert|11460|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|121
insert|11461|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|323
insert|11461|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|323
insert|11462|2022-10-10|2022-10-17|2022-10-13|Disputed|Leave product by the door|477
insert|11462|2022-10-10|2022-10-17|2022-10-13|Disputed|Leave product by the door|477
insert|11463|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|103
insert|11463|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|103
insert|11464|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|201
insert|11464|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|201
insert|11465|2022-10-10|2022-10-17|2022-10-13|Disputed||141
insert|11465|2022-10-10|2022-10-17|2022-10-13|Disputed||141
insert|11466|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|112
insert|11466|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|112
insert|11467|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|465
insert|11467|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|465
insert|11468|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|209
insert|11468|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|209
insert|11469|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|324
insert|11469|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|324
insert|11470|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|278
insert|11470|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|278
insert|11471|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|484
insert|11471|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|484
insert|11472|2022-10-10|2022-10-17|2022-10-13|Cancelled||298
insert|11472|2022-10-10|2022-10-17|2022-10-13|Cancelled||298
insert|11473|2022-10-10|2022-10-17|2022-10-13|Shipped|Customer requested to be carful|276
insert|11473|2022-10-10|2022-10-17|2022-10-13|Shipped|Customer requested to be carful|276
insert|11474|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|278
insert|11474|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|278
insert|11475|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|124
insert|11475|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|124
insert|11476|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|333
insert|11476|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|333
insert|11477|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|282
insert|11477|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|282
insert|11478|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|177
insert|11478|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|177
insert|11479|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|233
insert|11479|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|233
insert|11480|2022-10-10|2022-10-17|2022-10-13|Disputed|Dog in the front yard|129
insert|11480|2022-10-10|2022-10-17|2022-10-13|Disputed|Dog in the front yard|129
insert|11481|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|357
insert|11481|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|357
insert|11482|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|202
insert|11482|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|202
insert|11483|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|169
insert|11483|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|169
insert|11484|2022-10-10|2022-10-17|2022-10-13|On Hold||141
insert|11484|2022-10-10|2022-10-17|2022-10-13|On Hold||141
insert|11485|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|299
insert|11485|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|299
insert|11486|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|471
insert|11486|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|471
insert|11487|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|350
insert|11487|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|350
insert|11488|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|299
insert|11488|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|299
insert|11489|2022-10-10|2022-10-17|2022-10-13|On Hold|Sensitive Product|456
insert|11489|2022-10-10|2022-10-17|2022-10-13|On Hold|Sensitive Product|456
insert|11490|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|386
insert|11490|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|386
insert|11491|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|339
insert|11491|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|339
insert|11492|2022-10-10|2022-10-17|2022-10-13|In Process||459
insert|11492|2022-10-10|2022-10-17|2022-10-13|In Process||459
insert|11493|2022-10-10|2022-10-17|2022-10-13|Resolved|Dog in the front yard|350
insert|11493|2022-10-10|2022-10-17|2022-10-13|Resolved|Dog in the front yard|350
insert|11494|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|173
insert|11494|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|173
insert|11495|2022-10-10|2022-10-17|2022-10-13|Cancelled|Leave product by the door|487
insert|11495|2022-10-10|2022-10-17|2022-10-13|Cancelled|Leave product by the door|487
insert|11496|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|456
insert|11496|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|456
insert|11497|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|141
insert|11497|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|141
insert|11498|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|131
insert|11498|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|131
insert|11499|2022-10-10|2022-10-17|2022-10-13|In Process||242
insert|11499|2022-10-10|2022-10-17|2022-10-13|In Process||242
insert|11500|2022-10-10|2022-10-17|2022-10-13|Cancelled|Sensitive Product|286
insert|11500|2022-10-10|2022-10-17|2022-10-13|Cancelled|Sensitive Product|286
insert|11501|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|385
insert|11501|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|385
insert|11502|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|495
insert|11502|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|495
insert|11503|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|486
insert|11503|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|486
insert|11504|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|273
insert|11504|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|273
insert|11505|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|131
insert|11505|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|131
insert|11506|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|233
insert|11506|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|233
insert|11507|2022-10-10|2022-10-17|2022-10-13|On Hold||324
insert|11507|2022-10-10|2022-10-17|2022-10-13|On Hold||324
insert|11508|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|128
insert|11508|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|128
insert|11509|2022-10-10|2022-10-17|2022-10-13|Shipped|Customer requested to be carful|219
insert|11509|2022-10-10|2022-10-17|2022-10-13|Shipped|Customer requested to be carful|219
insert|11510|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|177
insert|11510|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|177
insert|11511|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|103
insert|11511|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|103
insert|11512|2022-10-10|2022-10-17|2022-10-13|Resolved||124
insert|11512|2022-10-10|2022-10-17|2022-10-13|Resolved||124
insert|11513|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|276
insert|11513|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|276
insert|11514|2022-10-10|2022-10-17|2022-10-13|On Hold|Sensitive Product|201
insert|11514|2022-10-10|2022-10-17|2022-10-13|On Hold|Sensitive Product|201
insert|11515|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|353
insert|11515|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|353
insert|11516|2022-10-10|2022-10-17|2022-10-13|Cancelled|Sensitive Product|447
insert|11516|2022-10-10|2022-10-17|2022-10-13|Cancelled|Sensitive Product|447
insert|11517|2022-10-10|2022-10-17|2022-10-13|Resolved||219
insert|11517|2022-10-10|2022-10-17|2022-10-13|Resolved||219
insert|11518|2022-10-10|2022-10-17|2022-10-13|Disputed|Dog in the front yard|166
insert|11518|2022-10-10|2022-10-17|2022-10-13|Disputed|Dog in the front yard|166
insert|11519|2022-10-10|2022-10-17|2022-10-13|In Process|No Comments|334
insert|11519|2022-10-10|2022-10-17|2022-10-13|In Process|No Comments|334
insert|11520|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|247
insert|11520|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|247
insert|11521|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|204
insert|11521|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|204
insert|11522|2022-10-10|2022-10-17|2022-10-13|In Process||103
insert|11522|2022-10-10|2022-10-17|2022-10-13|In Process||103
insert|11523|2022-10-10|2022-10-17|2022-10-13|Disputed||465
insert|11523|2022-10-10|2022-10-17|2022-10-13|Disputed||465
insert|11524|2022-10-10|2022-10-17|2022-10-13|Shipped||357
insert|11524|2022-10-10|2022-10-17|2022-10-13|Shipped||357
insert|11525|2022-10-10|2022-10-17|2022-10-13|Cancelled||311
insert|11525|2022-10-10|2022-10-17|2022-10-13|Cancelled||311
insert|11526|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|129
insert|11526|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|129
insert|11527|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|455
insert|11527|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|455
insert|11528|2022-10-10|2022-10-17|2022-10-13|Resolved||125
insert|11528|2022-10-10|2022-10-17|2022-10-13|Resolved||125
insert|11529|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|157
insert|11529|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|157
insert|11530|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|321
insert|11530|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|321
insert|11531|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|237
insert|11531|2022-10-10|2022-10-17|2022-10-13|Shipped|Sensitive Product|237
insert|11532|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|114
insert|11532|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|114
insert|11533|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|141
insert|11533|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|141
insert|11534|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|219
insert|11534|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|219
insert|11535|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|293
insert|11535|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|293
insert|11536|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|233
insert|11536|2022-10-10|2022-10-17|2022-10-13|Shipped|Leave product by the door|233
insert|11537|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|173
insert|11537|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|173
insert|11538|2022-10-10|2022-10-17|2022-10-13|In Process|Dog in the front yard|299
insert|11538|2022-10-10|2022-10-17|2022-10-13|In Process|Dog in the front yard|299
insert|11539|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|412
insert|11539|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|412
insert|11540|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|151
insert|11540|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|151
insert|11541|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|167
insert|11541|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|167
insert|11542|2022-10-10|2022-10-17|2022-10-13|In Process|Dog in the front yard|103
insert|11542|2022-10-10|2022-10-17|2022-10-13|In Process|Dog in the front yard|103
insert|11543|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|206
insert|11543|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|206
insert|11544|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|448
insert|11544|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|448
insert|11545|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|443
insert|11545|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|443
insert|11546|2022-10-10|2022-10-17|2022-10-13|On Hold||361
insert|11546|2022-10-10|2022-10-17|2022-10-13|On Hold||361
insert|11547|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|209
insert|11547|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|209
insert|11548|2022-10-10|2022-10-17|2022-10-13|In Process||481
insert|11548|2022-10-10|2022-10-17|2022-10-13|In Process||481
insert|11549|2022-10-10|2022-10-17|2022-10-13|Resolved||447
insert|11549|2022-10-10|2022-10-17|2022-10-13|Resolved||447
insert|11550|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|462
insert|11550|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|462
insert|11551|2022-10-10|2022-10-17|2022-10-13|Resolved||477
insert|11551|2022-10-10|2022-10-17|2022-10-13|Resolved||477
insert|11552|2022-10-10|2022-10-17|2022-10-13|Disputed|Sensitive Product|145
insert|11552|2022-10-10|2022-10-17|2022-10-13|Disputed|Sensitive Product|145
insert|11553|2022-10-10|2022-10-17|2022-10-13|Disputed|Dog in the front yard|187
insert|11553|2022-10-10|2022-10-17|2022-10-13|Disputed|Dog in the front yard|187
insert|11554|2022-10-10|2022-10-17|2022-10-13|Disputed|Sensitive Product|334
insert|11554|2022-10-10|2022-10-17|2022-10-13|Disputed|Sensitive Product|334
insert|11555|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|496
insert|11555|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|496
insert|11556|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|489
insert|11556|2022-10-10|2022-10-17|2022-10-13|Resolved|Customer requested to be carful|489
insert|11557|2022-10-10|2022-10-17|2022-10-13|Shipped||216
insert|11557|2022-10-10|2022-10-17|2022-10-13|Shipped||216
insert|11558|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|473
insert|11558|2022-10-10|2022-10-17|2022-10-13|In Process|Customer requested to be carful|473
insert|11559|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|458
insert|11559|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|458
insert|11560|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|348
insert|11560|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|348
insert|11561|2022-10-10|2022-10-17|2022-10-13|In Process||319
insert|11561|2022-10-10|2022-10-17|2022-10-13|In Process||319
insert|11562|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|298
insert|11562|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|298
insert|11563|2022-10-10|2022-10-17|2022-10-13|On Hold||276
insert|11563|2022-10-10|2022-10-17|2022-10-13|On Hold||276
insert|11564|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|161
insert|11564|2022-10-10|2022-10-17|2022-10-13|Shipped|Dog in the front yard|161
insert|11565|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|173
insert|11565|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|173
insert|11566|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|465
insert|11566|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|465
insert|11567|2022-10-10|2022-10-17|2022-10-13|On Hold||356
insert|11567|2022-10-10|2022-10-17|2022-10-13|On Hold||356
insert|11568|2022-10-10|2022-10-17|2022-10-13|On Hold||415
insert|11568|2022-10-10|2022-10-17|2022-10-13|On Hold||415
insert|11569|2022-10-10|2022-10-17|2022-10-13|In Process|Dog in the front yard|168
insert|11569|2022-10-10|2022-10-17|2022-10-13|In Process|Dog in the front yard|168
insert|11570|2022-10-10|2022-10-17|2022-10-13|Cancelled|Sensitive Product|211
insert|11570|2022-10-10|2022-10-17|2022-10-13|Cancelled|Sensitive Product|211
insert|11571|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|381
insert|11571|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|381
insert|11572|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|458
insert|11572|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|458
insert|11573|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|456
insert|11573|2022-10-10|2022-10-17|2022-10-13|Resolved|Leave product by the door|456
insert|11574|2022-10-10|2022-10-17|2022-10-13|Cancelled|Leave product by the door|293
insert|11574|2022-10-10|2022-10-17|2022-10-13|Cancelled|Leave product by the door|293
insert|11575|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|167
insert|11575|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|167
insert|11576|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|198
insert|11576|2022-10-10|2022-10-17|2022-10-13|Cancelled|Dog in the front yard|198
insert|11577|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|167
insert|11577|2022-10-10|2022-10-17|2022-10-13|Shipped|No Comments|167
insert|11578|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|299
insert|11578|2022-10-10|2022-10-17|2022-10-13|Resolved|No Comments|299
insert|11579|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|201
insert|11579|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|201
insert|11580|2022-10-10|2022-10-17|2022-10-13|Disputed|Leave product by the door|448
insert|11580|2022-10-10|2022-10-17|2022-10-13|Disputed|Leave product by the door|448
insert|11581|2022-10-10|2022-10-17|2022-10-13|On Hold||415
insert|11581|2022-10-10|2022-10-17|2022-10-13|On Hold||415
insert|11582|2022-10-10|2022-10-17|2022-10-13|Disputed||369
insert|11582|2022-10-10|2022-10-17|2022-10-13|Disputed||369
insert|11583|2022-10-10|2022-10-17|2022-10-13|Cancelled||323
insert|11583|2022-10-10|2022-10-17|2022-10-13|Cancelled||323
insert|11584|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|282
insert|11584|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|282
insert|11585|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|169
insert|11585|2022-10-10|2022-10-17|2022-10-13|On Hold|No Comments|169
insert|11586|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|278
insert|11586|2022-10-10|2022-10-17|2022-10-13|In Process|Sensitive Product|278
insert|11587|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|141
insert|11587|2022-10-10|2022-10-17|2022-10-13|Disputed|Customer requested to be carful|141
insert|11588|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|319
insert|11588|2022-10-10|2022-10-17|2022-10-13|On Hold|Customer requested to be carful|319
insert|11589|2022-10-10|2022-10-17|2022-10-13|On Hold||409
insert|11589|2022-10-10|2022-10-17|2022-10-13|On Hold||409
insert|11590|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|260
insert|11590|2022-10-10|2022-10-17|2022-10-13|On Hold|Dog in the front yard|260
insert|11591|2022-10-10|2022-10-17|2022-10-13|On Hold||187
insert|11591|2022-10-10|2022-10-17|2022-10-13|On Hold||187
insert|11592|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|141
insert|11592|2022-10-10|2022-10-17|2022-10-13|Cancelled|Customer requested to be carful|141
insert|11593|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|282
insert|11593|2022-10-10|2022-10-17|2022-10-13|On Hold|Leave product by the door|282
insert|11594|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|496
insert|11594|2022-10-10|2022-10-17|2022-10-13|Cancelled|No Comments|496
insert|11595|2022-10-10|2022-10-17|2022-10-13|In Process||186
insert|11595|2022-10-10|2022-10-17|2022-10-13|In Process||186
insert|11596|2022-10-10|2022-10-17|2022-10-13|Disputed|Sensitive Product|447
insert|11596|2022-10-10|2022-10-17|2022-10-13|Disputed|Sensitive Product|447
insert|11597|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|406
insert|11597|2022-10-10|2022-10-17|2022-10-13|In Process|Leave product by the door|406
insert|11598|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|486
insert|11598|2022-10-10|2022-10-17|2022-10-13|Disputed|No Comments|486
